year_completed,blk_no,street,bldg_contract_town,max_floor_lvl,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,total_dwelling_units,age_announced,cluster,num_of_blocks,is_demolished,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE
1950.0,26,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,HDB-BUKIT MERAH,148,SILAT AVENUE,HDB-BUKIT MERAH,148 SILAT AVENUE HDB-BUKIT MERAH SINGAPORE 160148,160148,27729.0401366521,28816.7717989814,1.27688315064167,103.830883904963,103.830883904963
1950.0,27,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,AVENUE SOUTH RESIDENCE,1,SILAT AVENUE,AVENUE SOUTH RESIDENCE,1 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168872,168872,27660.865377631002,28762.2550135925,1.2763901192721498,103.83027133017099,103.83027133017099
1950.0,28,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,AVENUE SOUTH RESIDENCE,5,SILAT AVENUE,AVENUE SOUTH RESIDENCE,5 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168874,168874,27559.8661404513,28724.4691891521,1.27604839626379,103.82936381544,103.82936381544
1950.0,29,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,AVENUE SOUTH RESIDENCE,1,SILAT AVENUE,AVENUE SOUTH RESIDENCE,1 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168872,168872,27660.865377631002,28762.2550135925,1.2763901192721498,103.83027133017099,103.83027133017099
1950.0,30,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,AVENUE SOUTH RESIDENCE,3,SILAT AVENUE,AVENUE SOUTH RESIDENCE,3 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168873,168873,27607.8958915696,28750.1756969187,1.27628087754899,103.829795380026,103.829795380026
1950.0,31,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,HDB-BUKIT MERAH,150,SILAT AVENUE,HDB-BUKIT MERAH,150 SILAT AVENUE HDB-BUKIT MERAH SINGAPORE 160150,160150,27789.3550872691,28838.2141532023,1.27707706824335,103.83142585691601,103.83142585691601
1977.0,401,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,CLEMENTI PEAKS,463,CLEMENTI AVENUE 1,CLEMENTI PEAKS,463 CLEMENTI AVENUE 1 CLEMENTI PEAKS SINGAPORE 120463,120463,20715.4563335488,32585.551048521,1.3109658051563702,103.76786340603701,103.76786340603701
1977.0,402,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,CASA CLEMENTI,420A,CLEMENTI AVENUE 1,CASA CLEMENTI,420A CLEMENTI AVENUE 1 CASA CLEMENTI SINGAPORE 121420,121420,20803.8461405877,32455.6470976099,1.3097910211685502,103.768657661297,103.768657661297
1977.0,403,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,CLEMENTI PEAKS,465A,CLEMENTI AVENUE 1,CLEMENTI PEAKS,465A CLEMENTI AVENUE 1 CLEMENTI PEAKS SINGAPORE 121465,121465,20693.1179864742,32396.341281570498,1.3092546546008201,103.76766272974899,103.76766272974899
1977.0,404,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,CASA CLEMENTI,416A,CLEMENTI AVENUE 1,CASA CLEMENTI,416A CLEMENTI AVENUE 1 CASA CLEMENTI SINGAPORE 121416,121416,20961.3791307863,32459.440584009502,1.30982536445829,103.77007316985001,103.77007316985001
1977.0,407,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,CLEMENTI PEAKS,463,CLEMENTI AVENUE 1,CLEMENTI PEAKS,463 CLEMENTI AVENUE 1 CLEMENTI PEAKS SINGAPORE 120463,120463,20715.4563335488,32585.551048521,1.3109658051563702,103.76786340603701,103.76786340603701
1977.0,408,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,CASA CLEMENTI,418,CLEMENTI AVENUE 1,CASA CLEMENTI,418 CLEMENTI AVENUE 1 CASA CLEMENTI SINGAPORE 120418,120418,20953.598109944698,32498.1812119968,1.31017571904179,103.77000324485,103.77000324485
1977.0,409,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,CASA CLEMENTI,423,CLEMENTI AVENUE 1,CASA CLEMENTI,423 CLEMENTI AVENUE 1 CASA CLEMENTI SINGAPORE 120423,120423,20944.2007182362,32418.612070506402,1.30945612208307,103.769918822857,103.769918822857
1976.0,2,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,TEBAN VIEW,57A,TEBAN GARDENS ROAD,TEBAN VIEW,57A TEBAN GARDENS ROAD TEBAN VIEW SINGAPORE 601057,601057,17305.9885911299,33864.9157931115,1.32253491698752,103.73722725885,103.73722725885
1976.0,3,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,HDB-JURONG EAST,52,TEBAN GARDENS ROAD,HDB-JURONG EAST,52 TEBAN GARDENS ROAD HDB-JURONG EAST SINGAPORE 600052,600052,17334.4159484897,33696.2773888838,1.32100982297017,103.73748275185,103.73748275185
1976.0,4,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,TEBAN PLACE,63A,TEBAN GARDENS ROAD,TEBAN PLACE,63A TEBAN GARDENS ROAD TEBAN PLACE SINGAPORE 601063,601063,17495.7429093756,33714.3252189979,1.32117309678604,103.73893235112,103.73893235112
1976.0,5,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,HDB-JURONG EAST,34,TEBAN GARDENS ROAD,HDB-JURONG EAST,34 TEBAN GARDENS ROAD HDB-JURONG EAST SINGAPORE 600034,600034,17809.7619807525,33571.288958528996,1.31987963533783,103.741754021124,103.741754021124
1976.0,6,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,TEBAN VISTA,22A,TEBAN GARDENS ROAD,TEBAN VISTA,22A TEBAN GARDENS ROAD TEBAN VISTA SINGAPORE 601022,601022,17546.4702037387,33949.2118856218,1.3232973432575,103.739388082047,103.739388082047
1976.0,7,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,TEBAN VIEW,57A,TEBAN GARDENS ROAD,TEBAN VIEW,57A TEBAN GARDENS ROAD TEBAN VIEW SINGAPORE 601057,601057,17305.9885911299,33864.9157931115,1.32253491698752,103.73722725885,103.73722725885
1976.0,8,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,TEBAN PLACE,64,TEBAN GARDENS ROAD,TEBAN PLACE,64 TEBAN GARDENS ROAD TEBAN PLACE SINGAPORE 600064,600064,17590.0071872296,33737.079448171,1.32137890995421,103.739779356356,103.739779356356
1976.0,9,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,HDB-JURONG EAST,45,TEBAN GARDENS ROAD,HDB-JURONG EAST,45 TEBAN GARDENS ROAD HDB-JURONG EAST SINGAPORE 600045,600045,17740.3081270074,33590.2918040659,1.32005146692876,103.741129936544,103.741129936544
1976.0,10,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,41A TEBAN GARDENS ROAD SINGAPORE 601041,41A,TEBAN GARDENS ROAD,NIL,41A TEBAN GARDENS ROAD SINGAPORE 601041,601041,17789.1693093702,33760.0258790385,1.3215864962658601,103.741568922878,103.741568922878
1976.0,11,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,TEBAN PLACE,63A,TEBAN GARDENS ROAD,TEBAN PLACE,63A TEBAN GARDENS ROAD TEBAN PLACE SINGAPORE 601063,601063,17495.7429093756,33714.3252189979,1.32117309678604,103.73893235112,103.73893235112
1964.0,74,commonwealth dr,qt,10.0,0.0,0.0,94.14285714285714,1.4285714285714286,0.0,0.0,95.57142857142857,44.0,"['74', '75', '76', '77', '78', '79', '80']",7.0,1,46-1 COMMONWEALTH DRIVE SINGAPORE 140461,46-1,COMMONWEALTH DRIVE,NIL,46-1 COMMONWEALTH DRIVE SINGAPORE 140461,140461,24112.2312575327,31316.0661370307,1.29948564895569,103.79838523629999,103.79838523629999
1964.0,75,commonwealth dr,qt,10.0,0.0,0.0,94.14285714285714,1.4285714285714286,0.0,0.0,95.57142857142857,44.0,"['74', '75', '76', '77', '78', '79', '80']",7.0,1,COMMONWEALTH 10,54,COMMONWEALTH DRIVE,COMMONWEALTH 10,54 COMMONWEALTH DRIVE COMMONWEALTH 10 SINGAPORE 142054,142054,23935.4148375867,31555.3901203331,1.30164998775002,103.796796430683,103.796796430683
1964.0,76,commonwealth dr,qt,10.0,0.0,0.0,94.14285714285714,1.4285714285714286,0.0,0.0,95.57142857142857,44.0,"['74', '75', '76', '77', '78', '79', '80']",7.0,1,COMMONWEALTH 10,54,COMMONWEALTH DRIVE,COMMONWEALTH 10,54 COMMONWEALTH DRIVE COMMONWEALTH 10 SINGAPORE 142054,142054,23935.4148375867,31555.3901203331,1.30164998775002,103.796796430683,103.796796430683
1964.0,77,commonwealth dr,qt,10.0,0.0,0.0,94.14285714285714,1.4285714285714286,0.0,0.0,95.57142857142857,44.0,"['74', '75', '76', '77', '78', '79', '80']",7.0,1,HDB-QUEENSTOWN,37A,COMMONWEALTH DRIVE,HDB-QUEENSTOWN,37A COMMONWEALTH DRIVE HDB-QUEENSTOWN SINGAPORE 141037,141037,24041.5145024341,31125.3658232223,1.29776101382771,103.797749838791,103.797749838791
1964.0,78,commonwealth dr,qt,10.0,0.0,0.0,94.14285714285714,1.4285714285714286,0.0,0.0,95.57142857142857,44.0,"['74', '75', '76', '77', '78', '79', '80']",7.0,1,COMMONWEALTH 10,54,COMMONWEALTH DRIVE,COMMONWEALTH 10,54 COMMONWEALTH DRIVE COMMONWEALTH 10 SINGAPORE 142054,142054,23935.4148375867,31555.3901203331,1.30164998775002,103.796796430683,103.796796430683
1964.0,79,commonwealth dr,qt,10.0,0.0,0.0,94.14285714285714,1.4285714285714286,0.0,0.0,95.57142857142857,44.0,"['74', '75', '76', '77', '78', '79', '80']",7.0,1,COMMONWEALTH 10,54,COMMONWEALTH DRIVE,COMMONWEALTH 10,54 COMMONWEALTH DRIVE COMMONWEALTH 10 SINGAPORE 142054,142054,23935.4148375867,31555.3901203331,1.30164998775002,103.796796430683,103.796796430683
1964.0,80,commonwealth dr,qt,10.0,0.0,0.0,94.14285714285714,1.4285714285714286,0.0,0.0,95.57142857142857,44.0,"['74', '75', '76', '77', '78', '79', '80']",7.0,1,46-2 COMMONWEALTH DRIVE SINGAPORE 140462,46-2,COMMONWEALTH DRIVE,NIL,46-2 COMMONWEALTH DRIVE SINGAPORE 140462,140462,24094.6869958621,31368.7381796148,1.29996199408101,103.798227586695,103.798227586695
1973.0,110,bukit merah view,bm,15.0,0.0,0.0,25.5,48.0,0.5,0.0,74.0,36.0,"['110', '111', '113', '114']",4.0,1,BUKIT MERAH VIEW,120,BUKIT MERAH VIEW,BUKIT MERAH VIEW,120 BUKIT MERAH VIEW BUKIT MERAH VIEW SINGAPORE 152120,152120,26808.496285432,29468.201644912402,1.2827744323948302,103.82261245424601,103.82261245424601
1973.0,111,bukit merah view,bm,15.0,0.0,0.0,25.5,48.0,0.5,0.0,74.0,36.0,"['110', '111', '113', '114']",4.0,1,BUKIT MERAH VIEW,130,BUKIT MERAH VIEW,BUKIT MERAH VIEW,130 BUKIT MERAH VIEW BUKIT MERAH VIEW SINGAPORE 150130,150130,27003.0199904079,29668.639411225897,1.2845871279845802,103.824360319186,103.824360319186
1973.0,113,bukit merah view,bm,15.0,0.0,0.0,25.5,48.0,0.5,0.0,74.0,36.0,"['110', '111', '113', '114']",4.0,1,BUKIT MERAH VIEW,120,BUKIT MERAH VIEW,BUKIT MERAH VIEW,120 BUKIT MERAH VIEW BUKIT MERAH VIEW SINGAPORE 152120,152120,26808.496285432,29468.201644912402,1.2827744323948302,103.82261245424601,103.82261245424601
1973.0,114,bukit merah view,bm,15.0,0.0,0.0,25.5,48.0,0.5,0.0,74.0,36.0,"['110', '111', '113', '114']",4.0,1,BUKIT MERAH VIEW,128,BUKIT MERAH VIEW,BUKIT MERAH VIEW,128 BUKIT MERAH VIEW BUKIT MERAH VIEW SINGAPORE 150128,150128,26888.031708389502,29454.083083370697,1.28264675199073,103.82332711149598,103.82332711149598
1977.0,321,clementi ave 5,cl,10.0,0.0,0.0,97.0,27.0,0.6666666666666666,0.0,124.66666666666669,34.0,"['321', '322', '323']",3.0,1,HDB-CLEMENTI,321,CLEMENTI AVENUE 5,HDB-CLEMENTI,321 CLEMENTI AVENUE 5 HDB-CLEMENTI SINGAPORE 120321,120321,20544.9421921019,33203.0598677788,1.31655029232795,103.766331105347,103.766331105347
1977.0,322,clementi ave 5,cl,10.0,0.0,0.0,97.0,27.0,0.6666666666666666,0.0,124.66666666666669,34.0,"['321', '322', '323']",3.0,1,HDB-CLEMENTI,322,CLEMENTI AVENUE 5,HDB-CLEMENTI,322 CLEMENTI AVENUE 5 HDB-CLEMENTI SINGAPORE 120322,120322,20544.631945268302,33159.1277054921,1.3161529855652299,103.76632832822901,103.76632832822901
1977.0,323,clementi ave 5,cl,10.0,0.0,0.0,97.0,27.0,0.6666666666666666,0.0,124.66666666666669,34.0,"['321', '322', '323']",3.0,1,HDB-CLEMENTI,323,CLEMENTI AVENUE 5,HDB-CLEMENTI,323 CLEMENTI AVENUE 5 HDB-CLEMENTI SINGAPORE 120323,120323,20629.4138086475,33123.341565662995,1.31582936905014,103.767090144326,103.767090144326
1963.0,1,east coast rd,bd,5.0,0.0,0.0,26.66666666666667,0.6666666666666666,0.0,0.0,27.33333333333333,48.0,"['1', '2', '3']",3.0,1,HDB-BEDOK,1,EAST COAST ROAD,HDB-BEDOK,1 EAST COAST ROAD HDB-BEDOK SINGAPORE 450001,450001,37993.2848336119,32673.7734433413,1.31176289799416,103.923113122199,103.923113122199
1963.0,2,east coast rd,bd,5.0,0.0,0.0,26.66666666666667,0.6666666666666666,0.0,0.0,27.33333333333333,48.0,"['1', '2', '3']",3.0,1,HDB-BEDOK,2,EAST COAST ROAD,HDB-BEDOK,2 EAST COAST ROAD HDB-BEDOK SINGAPORE 450002,450002,38033.4768416863,32689.888420552,1.31190862291576,103.923474271929,103.923474271929
1963.0,3,east coast rd,bd,5.0,0.0,0.0,26.66666666666667,0.6666666666666666,0.0,0.0,27.33333333333333,48.0,"['1', '2', '3']",3.0,1,HDB-SIGLAP FIRE SITE,3,EAST COAST ROAD,HDB-SIGLAP FIRE SITE,3 EAST COAST ROAD HDB-SIGLAP FIRE SITE SINGAPORE 450003,450003,38013.1269195341,32651.1962213386,1.31155871137394,103.92329140558901,103.92329140558901
1955.0,1,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,1,REDHILL CLOSE,HDB-BUKIT MERAH,1 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 151001,151001,26275.8331344631,29632.155866785,1.28425715212547,103.817826259481,103.817826259481
1955.0,2,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,2,REDHILL CLOSE,HDB-BUKIT MERAH,2 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 151002,151002,26213.1221097186,29648.8871606793,1.2844084605685,103.81726277524099,103.81726277524099
1955.0,3,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,3,REDHILL CLOSE,HDB-BUKIT MERAH,3 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 151003,151003,26150.5902411696,29665.0694841556,1.2845548042003898,103.81670090075701,103.81670090075701
1955.0,5,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,5,REDHILL CLOSE,HDB-BUKIT MERAH,5 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 150005,150005,26252.5258184252,29670.2519380581,1.28460167832739,103.817616831948,103.817616831948
1955.0,6,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,6,REDHILL CLOSE,HDB-BUKIT MERAH,6 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 151006,151006,26179.577071940497,29694.1991798077,1.2848182446287,103.816961357218,103.816961357218
1955.0,7,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,7,REDHILL CLOSE,HDB-BUKIT MERAH,7 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 151007,151007,26253.4806522392,29705.0691089258,1.28491655264516,103.81762540958401,103.81762540958401
1955.0,8,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,8,REDHILL CLOSE,HDB-BUKIT MERAH,8 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 151008,151008,26169.008097386002,29727.148604202997,1.28511622703448,103.816866388884,103.816866388884
1955.0,9,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,9,REDHILL CLOSE,HDB-BUKIT MERAH,9 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 151009,151009,26118.2171797212,29707.675939021603,1.28494012008953,103.816410013462,103.816410013462
1955.0,10,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,10,REDHILL CLOSE,HDB-BUKIT MERAH,10 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 151010,151010,26082.4041316547,29707.1628058944,1.28493547732816,103.81608821904499,103.81608821904499
1955.0,11,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,11,REDHILL CLOSE,HDB-BUKIT MERAH,11 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 151011,151011,26100.662808544,29772.413950100497,1.2855255868614701,103.816252276581,103.816252276581
1955.0,12,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,12,REDHILL CLOSE,HDB-BUKIT MERAH,12 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 151012,151012,26130.116462427202,29833.287314750298,1.2860761059513302,103.816516925807,103.816516925807
1955.0,13,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,REDHILL GARDENS,13,REDHILL CLOSE,REDHILL GARDENS,13 REDHILL CLOSE REDHILL GARDENS SINGAPORE 151013,151013,26177.777428432404,29760.958274962402,1.2854219903297601,103.81694518286,103.81694518286
1955.0,14,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,REDHILL GARDENS,14,REDHILL CLOSE,REDHILL GARDENS,14 REDHILL CLOSE REDHILL GARDENS SINGAPORE 151014,151014,26204.1256477218,29783.7316940371,1.28562794664946,103.817181930817,103.817181930817
1955.0,15,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,REDHILL GARDENS,15,REDHILL CLOSE,REDHILL GARDENS,15 REDHILL CLOSE REDHILL GARDENS SINGAPORE 150015,150015,26201.617521519798,29812.0539609566,1.2858840831378502,103.81715939268899,103.81715939268899
1955.0,16,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,REDHILL GARDENS,16,REDHILL CLOSE,REDHILL GARDENS,16 REDHILL CLOSE REDHILL GARDENS SINGAPORE 150016,150016,26201.9191419771,29839.194384183702,1.28612953160745,103.817162101325,103.817162101325
1955.0,17,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,REDHILL GARDENS,17,REDHILL CLOSE,REDHILL GARDENS,17 REDHILL CLOSE REDHILL GARDENS SINGAPORE 151017,151017,26258.977045671098,29739.3595260698,1.28522666343858,103.817674794972,103.817674794972
1955.0,18,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,REDHILL GARDENS,18,REDHILL CLOSE,REDHILL GARDENS,18 REDHILL CLOSE REDHILL GARDENS SINGAPORE 151018,151018,26276.3676670557,29806.2192320023,1.28583132009242,103.81783105297701,103.81783105297701
1955.0,19,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,REDHILL GARDENS,19,REDHILL CLOSE,REDHILL GARDENS,19 REDHILL CLOSE REDHILL GARDENS SINGAPORE 151019,151019,26276.5513331806,29833.3039318733,1.28607626461327,103.81783270181299,103.81783270181299
